Region,District,Address,Start Date,Start Time,End Date,End Time,Type of Work,RES,Other
Ленинградская область,р-н Тихвинский,тер. СНТ Солнечное,04-04-2024 10:00,10:00,04-04-2024 17:00,17:00,Тихвинские ЭС,Тихвинский РЭС,,12b77d3b-8c74-4fe9-a368-f3b5f766aa1c
Ленинградская область,р-н Тосненский,"п Шапки, ул Зеленая  п Шапки, ул Межевая",04-04-2024 10:00,10:00,04-04-2024 17:00,17:00,Гатчинские ЭС,Тосненский РЭС,"Замена провода,замена вводов.",0737931f-9d56-4b29-b034-cff9aed1196bfd69a2d5-b4b1-4aaa-a700-5221f38a7b5d
Ленинградская область,р-н Ломоносовский,д Алакюля,04-04-2024 10:00,10:00,04-04-2024 17:00,17:00,Южные электрические сети,Красносельский РЭС,"ТП-5603, ТП-5604, ТП-5605, ТП-6810.",5c932501-e95f-47d7-812d-32e5a0acdefc
Санкт-Петербург,Санкт-Петербург                        г Красное Село,ул Пушкинская д.1 лит.А,04-04-2024 10:00,10:00,04-04-2024 18:00,18:00,Южные электрические сети,Красносельский РЭС,ТП-6673.,6113c29b-5e40-4260-aa27-532b31d7387e
Санкт-Петербург,Санкт-Петербург,"пр-кт Вознесенский, дом 3-5, стр А  пр-кт Вознесенский, дом 7, стр А  ул Декабристов, дом 1-3, стр А  наб Реки Мойки, дом 72, стр А  пер Пирогова, дом 3, стр А  пер Пирогова, дом 5, стр Б",04-04-2024 10:00,10:00,04-04-2024 17:30,17:30,Кабельная сеть,Центральный РЭС,,36ea2af8-7712-462f-a5ab-89ff15c13c17ce0abf0d-ab36-462a-b687-db6791b91fb40d080b31-75f9-4609-859a-c8af204135af023fb092-4bbe-4e42-b8d9-5cd861818de6d4758354-5e57-47e1-bbf3-ee1ae71b21cfcab40324-40b9-4a0c-a6ca-bf33ae4f44e2
Санкт-Петербург,Санкт-Петербург,"ул Садовая, дом 37, стр А  пер Спасский, дом 11/1, стр А",04-04-2024 10:00,10:00,04-04-2024 23:00,23:00,Кабельная сеть,Центральный РЭС,,63a6c641-91b5-415c-ad4a-1238a52c59427d734b30-d556-40cf-a38c-65632ba0e7f5
Санкт-Петербург,г Пушкин,"тер Гуммолосары, ул Горная, дом 1, стр А  тер Гуммолосары, ул Горная, дом 2, стр А  тер Гуммолосары, ул Горная, дом 3, стр А  тер Гуммолосары, ул Горная 4  тер Гуммолосары, ул Горная, дом 5, стр А  тер Гуммолосары, ул Горная 6  тер Гуммолосары, ул Горная 8  тер Гуммолосары, ул Горная, дом 9, стр А",04-04-2024 10:00,10:00,04-04-2024 17:00,17:00,Южные электрические сети,Пушкинский РЭС,примерно на 3-4 часа,6e14bea8-fe7d-4d70-95b3-555cf7b7e3fd30ad7cb0-4102-4492-8c05-13dc61b23851fe6541c2-a9b4-4e88-9d86-031def6248fcf2d63801-ef23-433d-9a09-822ebf6824bf5238bc9b-774c-4046-b301-8952290faf8af2d63801-ef23-433d-9a09-822ebf6824bff2d63801-ef23-433d-9a09-822ebf6824bf35858f97-9605-4247-a2f3-75926b35348e
Санкт-Петербург,г Пушкин,пл Привокзальная  ул Железнодорожная  Нижний пер.  Рабочий пер.  Ленинградское ш.  Шоссейный пер.,04-04-2024 10:00,10:00,04-04-2024 17:00,17:00,Южные электрические сети,Пушкинский РЭС,примерно на 3-4 часа,b73ff263-e8a9-46bb-bad9-6ef6eb68c9d8087d2ff7-ec22-4ab7-a486-8d0d11afdda2110d6ad9-0b64-47cf-a2ee-7e935228799c110d6ad9-0b64-47cf-a2ee-7e935228799c0190c79d-ec7b-42a1-a4ab-a440401b7daa110d6ad9-0b64-47cf-a2ee-7e935228799c
Санкт-Петербург,г Пушкин,"ул Церковная 33  ул Церковная, дом 35/19, стр А  ул Новая, дом 20, стр А  ул Новая, дом 21, стр А  ул Новая, дом 23, стр А  ул Новая, дом 25, стр А",04-04-2024 10:00,10:00,04-04-2024 17:00,17:00,Южные электрические сети,Пушкинский РЭС,примерно на 2-3 часа,940357cd-617b-4a38-92d2-e4b32992a56d62129923-6d40-415e-b6a9-148a732aec797ae90e41-d83a-4252-868d-ee4ec07537641a3804c0-fa18-45da-94b2-65692671163aabe9043e-e81e-4760-b357-db57640628c10d64856b-c8c7-4b5c-9404-f841395153bd
Ленинградская область,р-н Тосненский,"п Войскорово, ул Луговая",04-04-2024 10:00,10:00,04-04-2024 17:00,17:00,Южные электрические сети,Пушкинский РЭС,,f7019ab4-a488-4276-8b16-09b64f8a25c8
Ленинградская область,р-н Тосненский,"гп Фёдоровское, ул Строителей, дом 11  гп Фёдоровское, ул Восточная  гп Фёдоровское, ул Малая",04-04-2024 10:00,10:00,04-04-2024 17:00,17:00,Южные электрические сети,Пушкинский РЭС,,83d636ae-4479-4642-949f-88db8b9fe0ce843c14d3-2cb9-4ce4-90b5-a63e1e58a3752497769c-edfd-4d17-82a4-35ab3a751634
Ленинградская область,р-н Тихвинский,д Андронниково,04-04-2024 10:00,10:00,04-04-2024 12:00,12:00,Тихвинские ЭС,Бокситогорский РЭС,,2d95af12-11e8-4273-b724-e1dad3fdce0c
Ленинградская область,р-н Тихвинский,"д Бор  дом 18, д.20, д.50, д.52, д.56, д.51А, д.50А",04-04-2024 09:31,09:31,04-04-2024 18:00,18:00,Тихвинские ЭС,Тихвинский РЭС,,cffff006-646e-4096-b32f-a89d63e629f9
Ленинградская область,р-н Волосовский,д Шёлково  д Голубовицы  СНТ Мед Души  ДНП Горки-гольф  СНТ Луговое  СНТ Нива,04-04-2024 09:30,09:30,04-04-2024 17:30,17:30,Гатчинские ЭС,Ломоносовский РЭС,"Оперативные переключения в промежутке времени с 09:30 до 17:30 будет кратковременно отключаться электроэнергия, на 15-20 минут  в начале и конце рабочего дня",3e2969d3-7390-43fb-b1a9-953e135ee9931807c83b-ccc8-48c1-b6de-e9dc89fab964ded7afe5-fd71-417d-98ee-bb7124d2aa71d94ea4ba-11f4-4309-99c5-2bc70ca68808921987b7-70b5-4808-862c-9525b43784807f237619-9b4a-4389-a9e6-09fce1911218
Ленинградская область,р-н Ломоносовский,"д Горки  д Никольское  д Савольщина, КФХ Юлия  КП Хутор близ Извары  КП Сочи",04-04-2024 09:30,09:30,04-04-2024 17:30,17:30,Гатчинские ЭС,Ломоносовский РЭС,Работы по реконструкции ВЛ-10кВ,1d062567-6df0-4403-b59b-4a5ddf272cd5e9112296-c1f2-473e-b4c1-ae8f1c90e4562c771a4f-f4eb-4c85-adcd-12ff5b942f147711d6bc-9663-4fbb-ac13-526205799c1ecb759ab0-cd6c-4a97-8035-8052239e4551
Ленинградская область,р-н Ломоносовский,"тер. СНТ Старая Буря  тер Урочище Старая Буря  д Новая Буря  тер. СНТ Лопухинка  тер. СНТ Старая Буря  АО Штаб  д Старые Медуши  д.Старая Буря, садоводство",04-04-2024 09:30,09:30,04-04-2024 17:30,17:30,Гатчинские ЭС,Ломоносовский РЭС,Плановые работы по реконструкции ВЛ-10кВ Ф-257-01.,6102899f-8314-40f0-9a09-9ed0db6c74516693c7a6-87d7-4a7e-9989-a08dc6b9bacd49846d41-5e82-4c99-915c-0d36b9501581690dcf7e-05fa-4b5d-b1dd-69ede37cf1476102899f-8314-40f0-9a09-9ed0db6c7451cb759ab0-cd6c-4a97-8035-8052239e4551a697ae1f-cd15-4226-9be0-56f2ba80566f6102899f-8314-40f0-9a09-9ed0db6c7451
Ленинградская область,р-н Подпорожский,"д Кезоручей, проезд Девятый",04-04-2024 09:30,09:30,04-04-2024 12:00,12:00,Новоладожские ЭС,Лодейнопольский РЭС,Вырубка ДКР,a70ace0e-90a0-4f98-a913-54b48527e5e2
Ленинградская область,р-н Всеволожский,д Новосергиевка,04-04-2024 09:24,09:24,04-04-2024 16:24,16:24,Северные электрические сети,Всеволожский РЭС,,bd52d0bd-e679-4adf-b8f5-3c9effdaf3ad
Ленинградская область,р-н Всеволожский,тер Соржа-Старая,04-04-2024 09:22,09:22,04-04-2024 18:00,18:00,Северные электрические сети,Всеволожский РЭС,,6eba8fd2-5fa0-4947-933b-2eeb6072db4d
Ленинградская область,р-н Бокситогорский,"гп Ефимовский, ул Володарского, дом 7  гп Ефимовский, ул Володарского, дом 15  гп Ефимовский, ул Володарского, дом 6А",04-04-2024 09:00,09:00,04-04-2024 17:00,17:00,Тихвинские ЭС,Бокситогорский РЭС,,511eeeab-c69c-4be5-82a1-f6b5a4ae69d7491ac43e-337e-43a4-902a-bf329d695efc9788b2fc-a505-4ec2-9eae-8267ec64013d
Санкт-Петербург,Санкт-Петербург                        г Зеленогорск,"Комсомольская ул, д.10    Комсомольская ул, д.10  а  Комсомольская ул, д.8а  Комсомольская ул, д.6   Комсомольская ул, д.8",04-04-2024 09:00,09:00,04-04-2024 20:00,20:00,Северные электрические сети,Курортный РЭС,Капитальный ремонт,1114e663-28bc-4eac-870d-fa77e561212c1114e663-28bc-4eac-870d-fa77e561212ceabee069-5b57-4dff-a206-79e56f92234121566da0-2bb8-45a0-91bd-dd10d51a20304fa31f65-0e0d-4f5c-a0a8-fec961982b1a
Ленинградская область,р-н Волосовский,"д Кряково  Беседа ул. Мира  п Беседа, ул Молодежная  п Беседа, ул Заречная  п Беседа, ул Беседская",04-04-2024 09:00,09:00,04-04-2024 15:00,15:00,Кингисеппские ЭС,Кингисеппский РЭС,,47f7c5d0-1b01-4f88-834c-dc15dfd8f35977280cfa-bd93-49e3-b1db-a0c83b933312b8fef999-9109-4900-a389-56a498d5db97f3d4446d-d33d-42a0-80c4-8743d875ffd46f9d8e36-3888-4e95-8dd7-ea0b09510af0
Санкт-Петербург,Санкт-Петербург,"пр-кт Юрия Гагарина, дом 31, стр А  пр-кт Юрия Гагарина, дом 35, стр А  ул Типанова, дом 13, стр А  ул Типанова, дом 15, стр А  ул Авиационная, дом 40, стр А  ул Авиационная, дом 42, стр А  ул Авиационная, дом 44, стр А",04-04-2024 09:00,09:00,04-04-2024 18:00,18:00,Кабельная сеть,Южный РЭС,,608f59ab-8efd-48ea-9dd7-8b36c5f9b97c9ce4d33e-3a8f-4c2f-a0c6-51777e6aacf35d2a51d5-1aa4-4168-afe3-799e01685ccac133b835-682b-4975-bbf8-245475625c79cdc77753-767e-4c87-9f0c-2b5e2401a649791b7ad9-20dd-4e00-a1ba-d1e8511588a9e072da0c-a916-4329-93d9-43571cc8140a
Ленинградская область,р-н Лужский,п Чолово  д Песочный Мох,04-04-2024 09:00,09:00,04-04-2024 16:00,16:00,Кингисеппские ЭС,Лужский РЭС,,0dd4fe91-dcf7-4cc1-bca8-808a3296b0e1f2cb9091-26c8-45fe-bcfc-b52bb9aed469
Ленинградская область,р-н Лужский,д Сырец,04-04-2024 09:00,09:00,04-04-2024 17:00,17:00,Кингисеппские ЭС,Лужский РЭС,,e290e4e8-8676-4168-b528-a48f04078fd8
Ленинградская область,р-н Всеволожский,тер Старая-Разметелево  д Разметелево  тер коммунально-складская зона Разметелево  тер Промзона Мягловская  д Мяглово  д Рыжики  днп Поселок Рыжики  тер Промышленно-деловая зона Рыжики,04-04-2024 09:00,09:00,04-04-2024 18:00,18:00,Северные электрические сети,Всеволожский РЭС,,f9a1ea36-6783-4b44-9cc1-90283b8a3915c9b13889-74ec-4b1a-a730-c7c22419895ee01dc895-eb8f-4d90-812a-d19e7e787fd6536521cc-4a53-411a-8d7f-991dbcffde6c1ece4f45-41b7-4381-9e00-5f6c6361ac21f594a4a0-2384-4cb9-a420-c8ea3dbc8d4e77242fb3-17a3-4e6d-b4ab-742c1d068313ae42d038-f5f1-40f9-b519-704d0a7ac29e
Ленинградская область,р-н Тихвинский,д. Залющик,04-04-2024 09:00,09:00,04-04-2024 16:00,16:00,Тихвинские ЭС,Тихвинский РЭС,,
Ленинградская область,р-н Киришский,"д Могилево  тер. СНТ Ракитино 8-14  гп Будогощь, ул Боровая  орленок",04-04-2024 09:00,09:00,04-04-2024 17:00,17:00,Тихвинские ЭС,Тихвинский РЭС,,a75f30eb-560b-4649-b61f-128001047b40d82872af-9459-4b0f-9928-372f4d70d38e83402665-2058-4e12-9df0-52ec77e908454c3585cc-fdec-4826-8736-53aa064ec41b
Ленинградская область,р-н Волховский,д Лунгачи,04-04-2024 09:00,09:00,04-04-2024 17:00,17:00,Новоладожские ЭС,Волховский РЭС,,9e7a9dd3-ba56-4966-9659-2fa1b5a008ad
Ленинградская область,"р-н Всеволожский, массив Лехтуси",д Хиттолово  тер. СНТ Юбилейное-Ручьи,04-04-2024 09:00,09:00,04-04-2024 17:00,17:00,Северные электрические сети,Сертоловский РЭС,,6ead31ca-3aaf-4c5f-916b-4bfb8285864459097b64-dd54-4225-a21c-a57bb773bf70
Ленинградская область,р-н Киришский,капустино,04-04-2024 09:00,09:00,04-04-2024 17:00,17:00,Тихвинские ЭС,Тихвинский РЭС,,60edc63c-77a1-45d6-be5d-a340273efbf5
Ленинградская область,р-н Бокситогорский,д Койгуши  д Пятино,04-04-2024 09:00,09:00,04-04-2024 17:00,17:00,Тихвинские ЭС,Бокситогорский РЭС,,85563108-5ede-45b5-8109-319d15391787ff00f601-d964-4dc3-9e1b-22b267b1c0a4
Ленинградская область,р-н Киришский,"п Пчевжа, ул Совхозная  п Пчевжа, ул Садовая",04-04-2024 09:00,09:00,04-04-2024 17:00,17:00,Тихвинские ЭС,Тихвинский РЭС,,a754fa68-e4a4-4765-ab7a-4f63b3cb2f60825a44d8-30ca-4d48-8251-57a96b33eeea
Санкт-Петербург,Санкт-Петербург,"п Левашово, ул Кирова  п Левашово, ул Горького  п Левашово, ул Высоцкая  п Левашово, пр-кт Карла Маркса  п Левашово, ул Кирова  п Левашово, ул Светогорская  п Левашово, ул Крайняя",04-04-2024 09:00,09:00,04-04-2024 20:00,20:00,Северные электрические сети,Песочинский РЭС,,77be558e-f4ef-497f-a7ec-097afd918551d403aec6-571b-4dd7-b5ad-4cadccc95790eb0f1f3a-f0da-4a73-bfd7-e8178c26cbeac7af0433-b095-4c66-ad90-133e8e4890f777be558e-f4ef-497f-a7ec-097afd918551cbb16bdc-b4e5-4841-890e-681052c0cf163d0d1c04-4e06-471d-9ed8-d96d2ab6b4dd
Санкт-Петербург,Курортный район,"п Левашово, ул Кирова  п Левашово, ул Песочная  п Левашово, ул Ручейная  п Левашово, пр-кт Карла Маркса  п Левашово, ул Железнодорожная  п Левашово, пр-кт Карпова",04-04-2024 08:24,08:24,04-04-2024 20:20,20:20,Северные электрические сети,Песочинский РЭС,,77be558e-f4ef-497f-a7ec-097afd918551c816779d-6aa1-4535-bcfc-e0208e93761ea79f7ae1-132a-41bb-ba69-5ce5b91424c8c7af0433-b095-4c66-ad90-133e8e4890f7a5fc3d9a-0cf3-434e-bf4b-9de864439c8fd6a61e82-e22f-43c5-8d5f-598bbd57e888
